content_url,term,engagement rate,content_type,content_id
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,newsocial,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,web30,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,web3internet,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,cryptosocial,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,increasing,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,longvertical,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,watchflic,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,web3social,100.00,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/yPvCYFUXSXAgSoG6MH,flic,82.68,GIF,yPvCYFUXSXAgSoG6MH
https://giphy.com/gifs/BYwvfx0lufY4UmLhX4,strain,0.00,GIF,BYwvfx0lufY4UmLhX4
https://giphy.com/gifs/BYwvfx0lufY4UmLhX4,monthly,0.00,GIF,BYwvfx0lufY4UmLhX4
https://giphy.com/gifs/BYwvfx0lufY4UmLhX4,website,0.00,GIF,BYwvfx0lufY4UmLhX4
https://giphy.com/gifs/M3m5RplCoZP0UTGAP3,hanger,1.99,GIF,M3m5RplCoZP0UTGAP3
https://giphy.com/gifs/M3m5RplCoZP0UTGAP3,cloth,0.00,GIF,M3m5RplCoZP0UTGAP3
https://giphy.com/gifs/BfuuZIFn6haXs7P0zK,welfare,0.00,GIF,BfuuZIFn6haXs7P0zK
https://giphy.com/gifs/PQ2j7e9JYHCrzR84P8,shroom,1.12,GIF,PQ2j7e9JYHCrzR84P8
https://giphy.com/gifs/PQ2j7e9JYHCrzR84P8,product,0.00,GIF,PQ2j7e9JYHCrzR84P8
https://giphy.com/gifs/herrfvq8NTFigTlOgq,cannabis,0.00,GIF,herrfvq8NTFigTlOgq
https://giphy.com/gifs/herrfvq8NTFigTlOgq,swap,0.00,GIF,herrfvq8NTFigTlOgq
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,nonporfit,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,savepeople,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,saveworld,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,shelterfoundation,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,shelternft,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,cryptoforcause,100.00,GIF,LWYw7jIORDGWpjEqMX
